T_r (-),p_r (-),omega (-),p_c (Pa),T_c (K),mu ((J*m^3/kmol)^0.5),Z (-),phi (-),no
0.9823648715279498,0.9038989852300197,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.12895852284054346,0.6550488332097258,3
0.9838336772136336,0.9142693241140329,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.13141627241231543,0.6533073096629869,3
0.9852185746495611,0.9241460065101428,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.13381006492178563,0.6516579108731042,3
0.9865220317254312,0.9335315087186521,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.13613368570919515,0.6500984511004986,3
0.9877465163309423,0.9424295118125365,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.13838113970742644,0.6486267244553359,3
0.9888944963557934,0.95084482209362,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.14054679655577942,0.6472404989680232,3
0.9899684396896833,0.9587832920668703,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.14262551511025162,0.6459375361737351,3
0.9909708142223103,0.9662517481655705,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.1446127413868517,0.644715605612382,3
0.9919040878433735,0.9732579297848004,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.14650457901588088,0.6435724924112578,3
0.9927707284425712,0.9798104418662805,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.1482978350395368,0.642505997388498,3
0.9935732039096026,0.9859187211671108,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.1499900456603654,0.6415139301885714,3
0.9943139821341662,0.9915930149199098,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.1515794864743777,0.6405940968186646,3
0.9949955310059608,0.9968443698334096,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.15306517049656818,0.6397442857487414,3
0.9956203184146847,1.0016846289029422,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.15444683577912374,0.6389622229133255,3
0.996190812250037,1.006126432777815,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.15572492334237423,0.6382456028620545,3
0.9967094804017167,1.0101832210649428,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.15690054586163044,0.6375920112465993,3
0.9971787907594218,1.0138692269873892,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.157975448087568,0.636998935942229,3
0.9976012112128513,1.0171994571953493,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.15895196099198772,0.636463751467161,3
0.9979792096517042,1.0201896491789977,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.15983295251912755,0.6359837207822256,3
0.9983152539656789,1.0228562035375688,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16062177790852686,0.6355560097286791,3
0.9986118120444741,1.0252160967425135,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16132223156565992,0.6351777110240707,3
0.9988713517777887,1.027286787612134,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16193850088794898,0.6348458710568584,3
0.9990963410553214,1.0290861322149696,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.1624751213586092,0.6345575122107133,3
0.9992892477667709,1.0306323164230633,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16293693222052272,0.6343096464252906,3
0.9994525398018355,1.0319438072494524,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16332903282198952,0.6340992798468033,3
0.9995886850502146,1.0330393185008757,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16365674049115198,0.6339234111795262,3
0.9997001514016063,1.0339377848286433,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16392555106563345,0.6337790269598848,3
0.9997894067457098,1.0346583395858602,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16414110300272158,0.6336630961948801,3
0.9998589189722237,1.0352202939875688,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16430914561228194,0.6335725657189853,3
0.9999111559708462,1.0356431167389069,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.1644355115391057,0.6335043566922866,3
0.9999485856312768,1.035946414260293,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16452609344084138,0.6334553623054221,3
0.9999736758432137,1.0361499120578164,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.1645868245493887,0.6334224463529232,3
0.9999888944963559,1.0362734377527623,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16462366289077532,0.6334024425526231,3
0.9999967094804018,1.036336904739595,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16464257909159563,0.6333921551435313,3
0.9999995886850501,1.036360294606231,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.16464954787669497,0.6333883617705433,3
0.43747292391000414,5.795022932828478e-05,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,9.789796795956362e-06,0.9556909192922188,3
0.45253980183559434,0.00010871041947257852,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,1.777901164547472e-05,0.9552763623064752,3
0.467335211894326,0.00019284983915261186,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,3.061462513468954e-05,0.954720652433236,3
0.4818616219758979,0.0003256913881657744,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,5.0303306013938205e-05,0.953997455103468,3
0.4961214999700088,0.0005266284128473024,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,7.929941967068328e-05,0.953080471764094,3
0.5101173137663577,0.0008192745444339632,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.00012049694972908518,0.9519447275520434,3
0.523851531254643,0.0012314124042054888,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.00017719966484986503,0.9505673286231168,3
0.5373266203245634,0.0017947446955301574,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.00025307250246349813,0.948928409236166,3
0.5505450488658176,0.002544467534513289,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.00035207839701607136,0.9470113863502788,3
0.5635092847681047,0.0035186974381632395,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0004784053374141537,0.9448036633941288,3
0.5762217959211229,0.004757789842197441,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0006363884008969699,0.942296691840092,3
0.5886850502145712,0.0063035888566651726,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0008304310402486058,0.9394860593996796,3
0.6009015155381483,0.008198646173513015,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0010649291709229226,0.9363714021903692,3
0.6128736597815527,0.010485442771191122,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.001344200766551803,0.9329561978186072,3
0.6246039508344834,0.013205641404493039,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.001672422840704583,0.9292474467506144,3
0.6360948565866388,0.01639939170715146,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0020535769442037713,0.9252553158003808,3
0.647348844927718,0.02010470370543759,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0024914036794776214,0.920992649824674,3
0.6583683837474194,0.024356900044767912,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0029893662382204063,0.9164745674796156,3
0.6691559409354417,0.029188152482613996,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.0035506226006857522,0.9117179750116068,3
0.679713984381484,0.03462710428047878,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.004178005779635608,0.906741128143596,3
0.6900449819752446,0.04069857702862018,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.004874011330964008,0.9015632190519586,3
0.7001514016064223,0.04742335810032762,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.005640791267598066,0.8962040021919637,3
0.710035711164716,0.054818063270162316,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.006480153486091715,0.8906834644615012,3
0.7197003785398243,0.06289506794238449,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.007393565831135281,0.8850215415047598,3
0.7291478716214458,0.07166249981940613,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.008382163969117893,0.8792378792298104,3
0.7383806582992792,0.08112428559794754,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.009446762307334607,0.8733516383928847,3
0.7474012064630237,0.0912802443239084,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.010587867272004151,0.8673813386202954,3
0.7562119840023773,0.102126220288264,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.011805692339437266,0.8613447378575485,3
0.764815458807039,0.11365424874029037,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.013100174295611744,0.855258742992686,3
0.7732140987667077,0.12585274817908923,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.014470990276733244,0.8491393555417746,3
0.781410371771082,0.13870673352080296,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.01591757521507985,0.8430015931401701,3
0.7894067457098604,0.15219804499910503,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.01743913937952352,0.836859547822924,3
0.797205688472742,0.16630558821962668,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.019034685758083286,0.8307263044075089,3
0.8048096679494252,0.18100558133789396,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.020703027080330567,0.8246139886892585,3
0.8122211520296089,0.19627180585154358,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.02244280232021032,0.8185337794530533,3
0.8194426086029916,0.21207585798201783,0.3442920843,22063999.99999776,647.0959999999873,5.84934e-25,0.024252492554921064,0.8124959364271744,3
