Epoch,TrainLoss,ValLoss,MSE_component,NonNeg,Smooth,Train_MAE,Val_MAE,Train_MSE_metric,Val_MSE_metric,Train_R2,Val_R2,Gate_Expert1,Gate_Expert2,Gate_Expert3,Gate_Expert4
28,0.009700588210869361,0.009157271632416681,0.0012114017534151891,1.4292409169309608e-05,0.28294430269914517,0.02625136822462082,0.024114232510328293,0.0012117096921429038,0.0007206494337879121,0.9923311471939087,0.995380163192749,0.1769055724143982,0.011522362940013409,0.48096898198127747,0.3306031823158264
29,0.009549901111270576,0.009153634584932164,0.0011399114052491153,1.6549898902988337e-05,0.28029989731662414,0.026183458045125008,0.024840878322720528,0.0011390413856133819,0.000767282850574702,0.9927910566329956,0.9950811862945557,0.17590807378292084,0.011489788070321083,0.48227542638778687,0.33032655715942383
30,0.009601876553257598,0.009157540594142947,0.0011272262460004319,1.6344651692848213e-05,0.2824556605780826,0.026095405220985413,0.024810027331113815,0.001124309841543436,0.0007637804374098778,0.9928843379020691,0.995103657245636,0.17774535715579987,0.011508920229971409,0.4807717800140381,0.32997408509254456
31,0.009478884820333298,0.00914500329897485,0.0011364358234191862,1.4262172108454465e-05,0.2780531154835925,0.02610204741358757,0.024470973759889603,0.0011368142440915108,0.0007428259123116732,0.9928051829338074,0.9952379465103149,0.17682136595249176,0.011578780598938465,0.4790889620780945,0.33251065015792847
32,0.00966088680057403,0.009154165586964651,0.0011449579570634181,1.9834316802135777e-05,0.28382463279892417,0.02606288716197014,0.02475569397211075,0.0011454320047050714,0.000758302048780024,0.9927506446838379,0.9951387643814087,0.1861896812915802,0.01118145789951086,0.47847047448158264,0.32415837049484253
33,0.009643748317680815,0.0091524265748872,0.0011862912910360404,1.0332252799451132e-05,0.28189457654953004,0.026155361905694008,0.024568358436226845,0.0011868169531226158,0.0007460921187885106,0.9924887418746948,0.9952170252799988,0.18716828525066376,0.011088645085692406,0.4775550365447998,0.3241881728172302
34,0.009547712396392051,0.009152357254854658,0.0011591612686649622,7.874944597407354e-06,0.27960262710557265,0.0260370634496212,0.025268157944083214,0.0011591102229431272,0.0007938998169265687,0.9926640391349792,0.9949105381965637,0.18670541048049927,0.010949838906526566,0.4741310477256775,0.3282138705253601
35,0.009570742938119698,0.009145844854753126,0.001148324998040848,1.448348065262989e-05,0.2807183037785923,0.025897571817040443,0.02466636151075363,0.001148347044363618,0.0007518397178500891,0.9927321672439575,0.9951801896095276,0.18904797732830048,0.010842802003026009,0.4734031558036804,0.3267059624195099
36,0.009587972926195053,0.009151619943705473,0.0011585463543751222,1.3238907601643244e-05,0.2809544141678249,0.02601781114935875,0.02548004314303398,0.0011576329125091434,0.0008053418132476509,0.992673397064209,0.99483722448349,0.18676654994487762,0.011000661179423332,0.47495216131210327,0.32728061079978943
37,0.009581533112727544,0.00914643332362175,0.001152625265325803,1.17401489714051e-05,0.2809401200974689,0.02584502473473549,0.025511544197797775,0.0011522509157657623,0.0008060123072937131,0.9927074909210205,0.9948329329490662,0.18915392458438873,0.010948510840535164,0.4757625460624695,0.32413530349731445
38,0.009571276161381427,0.009147529934786937,0.0011479956145836589,1.2802929353818078e-05,0.2807504199006978,0.025797678157687187,0.025407060980796814,0.0011476262006908655,0.0007978316280059516,0.9927367568016052,0.9948853254318237,0.19078268110752106,0.010775621049106121,0.47398605942726135,0.32445576786994934
39,0.009530660660718294,0.009135358628224243,0.0011375704756253124,9.126287488256554e-06,0.2797514272086761,0.025817275047302246,0.0237117987126112,0.00113791658077389,0.0006911125383339822,0.9927982091903687,0.9955694675445557,0.1868385374546051,0.011012745089828968,0.47590696811676025,0.32624179124832153
40,0.009658424627474125,0.009137806736610153,0.0011808437712983611,8.822878761052647e-06,0.28256839040447684,0.026012971997261047,0.0248652845621109,0.0011813370510935783,0.0007611932815052569,0.9925233721733093,0.9951202273368835,0.18689598143100739,0.011169836856424809,0.4741414189338684,0.3277928829193115
41,0.009577658528681187,0.009140031115913933,0.0011162007337107377,6.925722139866968e-06,0.2820347468642628,0.025963246822357178,0.024639517068862915,0.0011166974436491728,0.0007505741668865085,0.9929324984550476,0.995188295841217,0.1860601305961609,0.010874833911657333,0.4739164113998413,0.32914865016937256
42,0.009636665943681318,0.009136565897444432,0.0011422288655440378,9.631124361048398e-06,0.28312864505192814,0.025754159316420555,0.025124523788690567,0.0011413476895540953,0.0007799200247973204,0.9927765130996704,0.9950001835823059,0.1895471215248108,0.01094209123402834,0.47226855158805847,0.327242374420166
43,0.009484525134458261,0.009135397024114023,0.0010873882034930454,1.0099822547464797e-05,0.27988437133676863,0.02563314512372017,0.02505948580801487,0.0010876780143007636,0.0007739202119410038,0.9931161403656006,0.995038628578186,0.1875436007976532,0.010936517268419266,0.4703243374824524,0.3311953842639923
44,0.009560303039410535,0.009139151418242942,0.0011307376471128973,9.241158498779816e-06,0.2809670372920878,0.0255889855325222,0.02523769438266754,0.001131080207414925,0.0007854513241909444,0.9928414821624756,0.9949647188186646,0.19538667798042297,0.010551156476140022,0.4688337743282318,0.32522833347320557
45,0.00959070705644348,0.00914778539233587,0.0011506061257986243,9.833755489928401e-06,0.28131703681805553,0.025869930163025856,0.0255996473133564,0.0011507917661219835,0.0008100199047476053,0.9927167296409607,0.994807243347168,0.19655945897102356,0.010631123557686806,0.46634534001350403,0.3264639973640442
46,0.009590243041405783,0.00913526223633777,0.0011176710338879595,5.6904685419901986e-06,0.282407691811814,0.025897745043039322,0.02494359202682972,0.001118131447583437,0.0007647592574357986,0.9929234385490417,0.9950973391532898,0.19607113301753998,0.01065051183104515,0.46401700377464294,0.32926154136657715
47,0.00958685736062334,0.009144925385374914,0.0011202861233066549,5.0386865897213715e-06,0.2822089710656334,0.02586386352777481,0.024712583050131798,0.0011205971240997314,0.0007549408474005759,0.9929078221321106,0.9951602816581726,0.20233283936977386,0.010758880525827408,0.4601626694202423,0.32674548029899597
48,0.009477172345470856,0.009136160475794564,0.001058334843871896,7.253343167523032e-06,0.2806134164333344,0.025380248203873634,0.024330461397767067,0.0010586860589683056,0.0007264610030688345,0.993299663066864,0.9953429102897644,0.1942160278558731,0.010730044916272163,0.46777644753456116,0.3272774815559387
49,0.00949917814201292,0.009145269382067701,0.001084834587869837,2.4419506457086435e-06,0.28047324129763773,0.025551237165927887,0.025268100202083588,0.001084912451915443,0.0007889465778134763,0.9931336641311646,0.994942307472229,0.1959051638841629,0.011335374787449837,0.4659317433834076,0.3268277645111084
50,0.00961354219025987,0.00913609005510807,0.0011208414377452914,5.978659036747344e-06,0.2830780724392218,0.025683632120490074,0.02515929378569126,0.001120756147429347,0.0007827857043594122,0.9929068088531494,0.9949818253517151,0.19183500111103058,0.011448070406913757,0.46589386463165283,0.33082303404808044
51,0.009560634595725466,0.009144025029275905,0.0011019889494705507,5.060337742393398e-06,0.2819447414839969,0.025629056617617607,0.025438452139496803,0.0011012856848537922,0.0007963657844811678,0.9930300116539001,0.9948947429656982,0.19485563039779663,0.01128136646002531,0.4639958143234253,0.32986724376678467
52,0.00949644265586839,0.009136579380455341,0.0011069538564804722,8.32341838224024e-06,0.27963298690669675,0.025307372212409973,0.024995334446430206,0.0011070530163124204,0.0007666259771212935,0.9929935336112976,0.9950854182243347,0.19366538524627686,0.01141501497477293,0.468280166387558,0.3266395628452301
53,0.009605844798223937,0.009128417629240588,0.0011218219745548113,4.304021529284963e-06,0.2827921581618926,0.025581689551472664,0.024677691981196404,0.001121794804930687,0.0007510476862080395,0.9929002523422241,0.9951852560043335,0.19582851231098175,0.011416243389248848,0.462063193321228,0.33069199323654175
54,0.009584885213852805,0.009132617089728063,0.0011000518625437776,7.207604529171744e-06,0.2828133690006593,0.025552824139595032,0.025219013914465904,0.001100412686355412,0.0007855938747525215,0.9930355548858643,0.9949638247489929,0.20097878575325012,0.011735514737665653,0.4603393077850342,0.32694658637046814
55,0.009409763036734041,0.009126153139566833,0.0010608624841552227,6.441555631360696e-06,0.2782838076353073,0.025249619036912918,0.024217985570430756,0.0010600696550682187,0.000716943119186908,0.993290901184082,0.9954038858413696,0.19697903096675873,0.012001118622720242,0.46392184495925903,0.32709798216819763
56,0.00946046567576773,0.009134613654830238,0.0010963568124947522,4.734790512456504e-06,0.27879416504326987,0.025348570197820663,0.025347502902150154,0.0010966785484924912,0.000789347046520561,0.9930592179298401,0.9949397444725037,0.1949046403169632,0.012039936147630215,0.4644664227962494,0.32858890295028687
57,0.009530628105515943,0.009129815692590042,0.001160819552537492,9.183593518922433e-06,0.27897525718983485,0.02559713087975979,0.024841254577040672,0.001161354361101985,0.0007562907412648201,0.9926498532295227,0.9951516389846802,0.19680830836296082,0.012324083596467972,0.46565061807632446,0.3252168297767639
58,0.009635607191525838,0.009127014358951286,0.00112462896230521,5.8177237994694975e-06,0.28368764537222246,0.025530178099870682,0.025033989921212196,0.0011247998336330056,0.0007711331127211452,0.9928812384605408,0.9950565099716187,0.20146919786930084,0.013145962730050087,0.46412187814712524,0.3212631940841675
59,0.009552713595878552,0.009123639986765656,0.0010802973849315415,6.427179644507465e-06,0.2824010247693342,0.02547527477145195,0.0243131835013628,0.0010808613151311874,0.0007245412562042475,0.993159294128418,0.9953551888465881,0.20428042113780975,0.013730674982070923,0.46017447113990784,0.32181450724601746
60,0.009625182311762782,0.009128338170491836,0.0011147044153938838,3.209722404683228e-06,0.28367618401260936,0.02554401010274887,0.0236229095607996,0.0011147648328915238,0.0006759244133718312,0.9929447174072266,0.9956668615341187,0.20345793664455414,0.015338514931499958,0.4604765474796295,0.32072705030441284
61,0.009577876455424463,0.009147160686552525,0.0011400425926480881,4.279924263862674e-06,0.28125257378115376,0.025460416451096535,0.026271702721714973,0.0011402575764805079,0.0008517052629031241,0.9927833676338196,0.9945399761199951,0.20029397308826447,0.017082007601857185,0.4645153284072876,0.3181086480617523
62,0.00961525653324583,0.009128127649257129,0.0010951555135440738,5.214012344367802e-06,0.28399294509607204,0.025330252945423126,0.024772902950644493,0.001095032086595893,0.000754223670810461,0.993069589138031,0.9951649308204651,0.20781005918979645,0.0213953647762537,0.4615267217159271,0.30926787853240967
63,0.009521332777598325,0.00912926238114861,0.001057619322091341,2.854380813112263e-06,0.2821180789786227,0.025225915014743805,0.02453801780939102,0.0010577309876680374,0.0007385514909401536,0.9933056831359863,0.9952653646469116,0.20731890201568604,0.030847448855638504,0.4620967507362366,0.299736887216568
64,0.009648203197866679,0.009133308109912005,0.001066583814441829,3.2231560908257962e-06,0.2860475380631054,0.02519182488322258,0.025118716061115265,0.0010666574817150831,0.0007802655454725027,0.9932491779327393,0.9949979782104492,0.20476475358009338,0.043042201548814774,0.46170052886009216,0.2904925048351288
65,0.009476411016657948,0.009120753564109857,0.0010946869675535708,4.169259516535984e-06,0.27938247138963024,0.025412488728761673,0.023946359753608704,0.001095070387236774,0.0007085970137268305,0.9930693507194519,0.9954574108123779,0.2069217711687088,0.05556987226009369,0.45604076981544495,0.28146758675575256
66,0.009509267792215241,0.00913504824380983,0.001059528873370522,4.4485748409951e-06,0.2816490724682808,0.025259466841816902,0.02536604553461075,0.0010595469502732158,0.0008018355001695454,0.9932941794395447,0.9948596954345703,0.21100616455078125,0.07100876420736313,0.44674405455589294,0.27124112844467163
67,0.009545785914558699,0.009131891166113994,0.0010968182013397487,1.720657040577327e-06,0.2816288229297189,0.025261469185352325,0.024123549461364746,0.0010961124207824469,0.0007145690033212304,0.9930627942085266,0.9954191446304321,0.2130209356546402,0.09991208463907242,0.4291993975639343,0.25786739587783813
68,0.009479042131672888,0.009120792997154322,0.0010754901446703383,1.2387652746196289e-06,0.2801159261780627,0.025372998788952827,0.024340273812413216,0.0010758349671959877,0.0007307716878131032,0.993191123008728,0.9953152537345886,0.2080358862876892,0.12443296611309052,0.4157378673553467,0.25179341435432434
69,0.009536818132790573,0.009125006744976748,0.0010574329747161007,2.967049915562658e-09,0.2826461723622154,0.025431662797927856,0.02434675209224224,0.0010574656771495938,0.0007328367209993303,0.99330735206604,0.9953020215034485,0.20715375244617462,0.14053332805633545,0.40417084097862244,0.24814185500144958
70,0.009496398489264882,0.009129691678522662,0.001124683053314905,2.8600911986466276e-07,0.2790566160398371,0.025367246940732002,0.024182727560400963,0.0011250826064497232,0.0007204933790490031,0.9928794503211975,0.9953811168670654,0.21426880359649658,0.15445595979690552,0.40018758177757263,0.23108749091625214
71,0.009567717972266323,0.009122698885304007,0.0010946177925421473,1.2198609457460835e-07,0.28243643527521806,0.025384100154042244,0.024859918281435966,0.0010949623538181186,0.0007635593647137284,0.9930700659751892,0.9951050877571106,0.2104145884513855,0.15877816081047058,0.39528289437294006,0.2355242818593979
72,0.009407246852403179,0.009124756769531152,0.0010410041233305546,1.358289463335977e-07,0.2788744922946481,0.025208083912730217,0.02454732358455658,0.001041195704601705,0.0007434281287714839,0.9934103488922119,0.9952341318130493,0.21388547122478485,0.1612876057624817,0.39064738154411316,0.23417939245700836
73,0.009578946169794482,0.009113077201287855,0.0011021929789635846,0.0,0.2825584458954194,0.025414101779460907,0.023537352681159973,0.001102667418308556,0.000682640471495688,0.9930213093757629,0.9956238269805908,0.2150196135044098,0.17130927741527557,0.38718146085739136,0.22648970782756805
74,0.00942308728254455,0.009125878208909522,0.0010647344057146898,0.0,0.27861176860683107,0.025162428617477417,0.024893010035157204,0.0010647696908563375,0.0007655703811906278,0.9932611584663391,0.9950921535491943,0.21682819724082947,0.168975368142128,0.3825586140155792,0.23163777589797974
75,0.009499695856014595,0.00911673380654644,0.0010124191018643187,0.0,0.28290923255331374,0.02487156167626381,0.024513913318514824,0.0010127961868420243,0.0007408596575260162,0.9935900568962097,0.9952505826950073,0.21464595198631287,0.17404839396476746,0.38104870915412903,0.23025687038898468
76,0.009423980459242183,0.009122663198716262,0.0010259765029117904,0.0,0.2799334717147491,0.024935869500041008,0.024614427238702774,0.0010262769646942616,0.0007455282029695809,0.9935047626495361,0.9952206611633301,0.21336758136749268,0.17759969830513,0.3816570043563843,0.22737570106983185
77,0.009550264699603704,0.009124498623846606,0.0010814170986550916,0.0,0.28229492508313236,0.025080382823944092,0.024302542209625244,0.001081352704204619,0.0007246251916512847,0.9931561946868896,0.9953546524047852,0.2155015766620636,0.17578278481960297,0.3805074691772461,0.22820831835269928
78,0.009473876233267434,0.009120907084169712,0.0010285866587176262,5.604704390006031e-07,0.28150853786398383,0.025011036545038223,0.024385426193475723,0.0010287542827427387,0.0007287929765880108,0.9934890866279602,0.9953279495239258,0.21569021046161652,0.17721615731716156,0.3795914649963379,0.22750215232372284
79,0.009560754569247366,0.009122935102575204,0.0010573201751172105,5.129753416815006e-08,0.28344771642895306,0.025202790275216103,0.025179974734783173,0.0010573866311460733,0.0007765414193272591,0.993307888507843,0.9950218200683594,0.2099628448486328,0.17982010543346405,0.37842264771461487,0.2317943572998047
80,0.009428023240145515,0.009108875687657432,0.0010506439591100548,0.0,0.27924598245059745,0.025124549865722656,0.02345866709947586,0.001051003229804337,0.0006736141513101757,0.9933483004570007,0.995681643486023,0.21155287325382233,0.17840293049812317,0.3755172789096832,0.23452700674533844
81,0.009530340543235927,0.009124156045304104,0.0010818842952550554,0.0,0.28161521238439224,0.02522638998925686,0.024938814342021942,0.0010823187185451388,0.0007611948531121016,0.9931500554084778,0.9951202273368835,0.21338683366775513,0.19071675837039948,0.36808741092681885,0.22780905663967133
82,0.009362694804611452,0.00911567882973362,0.0009957786194076214,1.0584600899806794e-07,0.2788970015504781,0.024841247126460075,0.02400805801153183,0.0009958220180124044,0.00070741749368608,0.9936975240707397,0.9954649806022644,0.21780931949615479,0.18985068798065186,0.3671424984931946,0.22519731521606445
83,0.009544969555538367,0.00911658902821893,0.001046233662226073,0.0,0.2832912036601235,0.024965861812233925,0.02437875047326088,0.0010462920181453228,0.0007257014513015747,0.9933781027793884,0.9953477382659912,0.21192027628421783,0.1829582303762436,0.3751566708087921,0.22996486723423004
84,0.009487458055510241,0.009113091001795097,0.0010489931114374058,0.0,0.28128217046751697,0.025045186281204224,0.02362973801791668,0.0010492366272956133,0.0006796523812226951,0.9933594465255737,0.9956429600715637,0.21069778501987457,0.17642705142498016,0.3708193898200989,0.24205589294433594
85,0.009527766378596425,0.009113825413144448,0.0010679470700458349,5.844599988503272e-07,0.28199281394481657,0.025014061480760574,0.024792559444904327,0.0010681718122214079,0.0007503122906200588,0.9932396411895752,0.9951899647712708,0.20764049887657166,0.18481265008449554,0.3725374937057495,0.23500916361808777
86,0.0094089802217615,0.0091085743624717,0.0010237587845254251,0.0,0.2795073858078788,0.02480234019458294,0.02400967665016651,0.0010240034898743033,0.0007044642115943134,0.993519127368927,0.9954838752746582,0.21365267038345337,0.19068412482738495,0.366676926612854,0.22898633778095245
87,0.009567246931221554,0.009116785748946395,0.001031598194694037,4.1808219547794365e-07,0.28452079348704395,0.024933336302638054,0.02444336749613285,0.0010299005080014467,0.000727658742107451,0.9934818148612976,0.9953352212905884,0.21375375986099243,0.19071942567825317,0.3643636703491211,0.23116318881511688
88,0.009462478096761248,0.009119665483012795,0.0010826263261739823,7.040140189928934e-07,0.27932699112331166,0.025157976895570755,0.02396972104907036,0.0010789526859298348,0.0006978882011026144,0.9931713938713074,0.9955260753631592,0.21959349513053894,0.19036200642585754,0.36621734499931335,0.22382739186286926
89,0.009537951577016536,0.009109980172731659,0.0010393460291465196,0.0,0.2832868583062116,0.02485913410782814,0.024146003648638725,0.0010391466785222292,0.000715257425326854,0.9934232831001282,0.9954147338867188,0.2168418914079666,0.19202737510204315,0.36202841997146606,0.2291025072336197
90,0.009468009191400865,0.009117808002470569,0.001007373842944884,0.0,0.28202118426561357,0.02474825084209442,0.024559520184993744,0.0010070913704112172,0.0007393010891973972,0.9936261773109436,0.9952605962753296,0.21703852713108063,0.19117425382137299,0.36259520053863525,0.22919206321239471
91,0.009363999929936494,0.009125327776101503,0.0009783812319202458,0.0,0.2795206293463707,0.02473127655684948,0.025320949032902718,0.0009783669374883175,0.0007850176771171391,0.9938079714775085,0.994967520236969,0.21290189027786255,0.190371572971344,0.36724159121513367,0.22948487102985382
92,0.009544085168882327,0.009116891919719901,0.0010794169320861864,0.0,0.2821556144777466,0.025063693523406982,0.024622134864330292,0.00107953988481313,0.0007410149555653334,0.9931676387786865,0.9952495694160461,0.2105163186788559,0.19263595342636108,0.3657000958919525,0.23114773631095886
93,0.00959570827510427,0.009116921150548891,0.0010689629707485437,0.0,0.2842248474850374,0.025086991488933563,0.02460593171417713,0.0010693868389353156,0.0007430966361425817,0.9932318925857544,0.9952362179756165,0.21554553508758545,0.19260969758033752,0.3565407395362854,0.23530414700508118
94,0.009400132013594404,0.009118593742393634,0.0010260703244164367,6.470907999969581e-07,0.27913410093854457,0.02477581612765789,0.025396743789315224,0.0010259863920509815,0.0007813571719452739,0.9935066103935242,0.9949909448623657,0.21514780819416046,0.19527392089366913,0.35900139808654785,0.230576753616333
95,0.00929641036919373,0.009114250752397558,0.000982773137237767,9.942506200305241e-08,0.2771210475003018,0.02474825270473957,0.024336131289601326,0.0009828860638663173,0.0007211361080408096,0.9937793612480164,0.9953770041465759,0.21874330937862396,0.19342714548110962,0.3539145290851593,0.23391512036323547
96,0.009529045295408543,0.009125365706329996,0.0010677316410960082,0.0,0.28204379484933967,0.024695927277207375,0.024076616391539574,0.001068242359906435,0.0007051315624266863,0.993239164352417,0.9954796433448792,0.22027423977851868,0.19882817566394806,0.3555840849876404,0.22531339526176453
97,0.00951973026180092,0.009108589369465004,0.0010176434914362343,1.559057315770427e-07,0.2834025868598153,0.02489982172846794,0.023784803226590157,0.0010180764365941286,0.0006883415626361966,0.9935566782951355,0.9955872297286987,0.21663270890712738,0.2040175050497055,0.3539530038833618,0.2253967672586441
98,0.009439467011457857,0.009105060969225386,0.0010281433238346568,6.258279480628998e-07,0.2803762107211001,0.024872781708836555,0.024272941052913666,0.001028045080602169,0.0007152408943511546,0.9934935569763184,0.9954147934913635,0.2099175602197647,0.20329684019088745,0.35535934567451477,0.23142631351947784
